duration,event,EAD,PD_30d,PD_90d,PD_180d,PD_365d,EL_30d,EL_90d,EL_180d,EL_365d
1096.0,0,68332037.0,0.0,0.0,1.984365473695071e-05,0.0006417619064615909,0.0,0.0,677.9786748502706,21926.449168761985
365.0,0,300000000.0,0.0,0.0,1.9485265369989513e-05,0.0006301748071646518,0.0,0.0,2922.789805498427,94526.22107469777
366.0,0,260000000.0,0.0,0.0,1.8866376687687314e-05,0.0006101651887544524,0.0,0.0,2452.628969399351,79321.47453807881
366.0,0,70000000.0,0.0,0.0,1.9152534012523148e-05,0.0006194171413345106,0.0,0.0,670.3386904383102,21679.599946707873
1826.0,0,72220000.0,0.0,0.0,1.6435761902133805e-05,0.0005315759355175587,0.0,0.0,593.4953622860517,19195.207031539045
365.0,0,70000000.0,0.0,0.0,1.899388205439667e-05,0.0006142876641811457,0.0,0.0,664.7858719038835,21500.0682463401
1096.0,0,1054350.0,0.0,0.0,2.006673002830084e-05,0.0006489740958560697,0.0,0.0,10.578678402669494,342.1229189829235
1096.0,0,33707123.0,0.0,0.0,2.7160836686856982e-05,0.0008783055125046735,0.0,0.0,457.7568314934004,14802.575970786533
3653.0,0,600000000.0,0.0,0.0,1.6261392914773687e-05,0.0005259378195232589,0.0,0.0,4878.417874432106,157781.34585697768
7305.0,0,220265360.0,0.0,0.0,1.8031606792368038e-05,0.0005831751852604095,0.0,0.0,1985.8691807496955,64226.646062225394
1461.0,0,40000000.0,0.0,0.0,1.5772133799552e-05,0.0005101177566733117,0.0,0.0,315.44267599104,10202.355133466235
365.0,0,400000000.0,0.0,0.0,1.8937942963481724e-05,0.0006124790558471593,0.0,0.0,3787.5885926963447,122495.81116943186
1096.0,0,21540312.0,0.0,0.0,2.0236978546916973e-05,0.0006544783226266615,0.0,0.0,217.95541591894911,7048.833633307474
7305.0,0,928000000.0,0.0,0.0,1.4672506291057985e-05,0.00047456070919749127,0.0,0.0,6808.042919050905,220196.16906763596
1096.0,0,19208711.0,0.0,0.0,2.107739159751265e-05,0.0006816489010277316,0.0,0.0,202.4347619152244,6546.79837165465
7305.0,0,1279971000.0,0.0,0.0,1.4944567282015875e-05,0.00048335806193000597,0.0,0.0,9564.30636426457,309342.1509433058
1826.0,0,34000000.0,0.0,0.0,1.673388371403739e-05,0.0005412154530247681,0.0,0.0,284.47602313863564,9200.662701421059
2191.0,0,246185.0,0.0,0.0,1.9526034380268342e-05,0.0006314929180399886,0.0,0.0,2.403508386953181,77.7320420138373
1096.0,0,12114651.0,0.0,0.0,1.940958649393476e-05,0.000627728014097606,0.0,0.0,117.57018321416662,3802.3529068577886
3653.0,0,501229103.0,0.0,0.0,3.2587307501885654e-05,0.001053692783977489,0.0,0.0,8166.853454177659,264070.7444753048
366.0,0,250000000.0,0.0,0.0,1.8880730922377076e-05,0.0006106292875315278,0.0,0.0,2360.0913652971344,76328.66094144098
1096.0,0,14517446.0,0.0,0.0,3.832588120866731e-05,0.001239134976206202,0.0,0.0,278.1969554246212,8994.537551892412
366.0,0,230000000.0,0.0,0.0,1.9774404563688286e-05,0.000639522986809471,0.0,0.0,2274.056524824153,73545.14348308915
365.0,0,347500000.0,0.0,0.0,1.9813804618462605e-05,0.0006407968261976649,0.0,0.0,3442.6485524578775,111338.44855184427
1096.0,0,10480000.0,0.0,0.0,3.506585413282082e-05,0.0011337911905322517,0.0,0.0,183.74507565598108,5941.0658383889995
1096.0,0,49352845.0,0.0,0.0,1.948223170944452e-05,0.0006300767252246375,0.0,0.0,480.7517809051502,15548.039479059564
731.0,0,7902714.0,0.0,0.0,1.874089409414914e-05,0.0006061080970926058,0.0,0.0,74.05196306517486,2394.949472203548
